conversation,FC_res,Func Name,Args
"[
  {
    ""role"": ""user"",
    ""content"": ""Please send me a price list of all room types of the Riujia Express Hotel (Dongzhi Store).""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Like Home Express Hotel (Dongzhi Store)""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Which room type needs a price""
  },
  {
    ""role"": ""user"",
    ""content"": ""I need to know the price of the family room.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Like Home Express Hotel (Dongzhi Store)"",
        ""room_type"": ""Household Room""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What time is check-in?""
  },
  {
    ""role"": ""user"",
    ""content"": ""My check-in date is July 10th and I will arrive at the hotel early on that day.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Like Home Express Hotel (Dongzhi Store)"",
        ""room_type"": ""Household Room"",
        ""checkin_date"": ""July 10""
      }
    }
  }
]","[
  {
    ""input"": ""user:Please send me a price list of all room types of the Riujia Express Hotel (Dongzhi Store)."",
    ""predict"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Riujia Express Hotel (Dongzhi Store)""
      }
    },
    ""label"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Like Home Express Hotel (Dongzhi Store)""
      }
    }
  },
  {
    ""input"": ""user:Please send me a price list of all room types of the Riujia Express Hotel (Dongzhi Store).\nassistant:Which room type needs a price\nuser:I need to know the price of the family room."",
    ""predict"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Riujia Express Hotel (Dongzhi Store)"",
        ""room_type"": ""family room""
      }
    },
    ""label"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Like Home Express Hotel (Dongzhi Store)"",
        ""room_type"": ""Household Room""
      }
    }
  },
  {
    ""input"": ""user:Please send me a price list of all room types of the Riujia Express Hotel (Dongzhi Store).\nassistant:Which room type needs a price\nuser:I need to know the price of the family room.\nassistant:What time is check-in?\nuser:My check-in date is July 10th and I will arrive at the hotel early on that day."",
    ""predict"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Riujia Express Hotel (Dongzhi Store)"",
        ""room_type"": ""family room"",
        ""checkin_date"": ""July 10th""
      }
    },
    ""label"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Like Home Express Hotel (Dongzhi Store)"",
        ""room_type"": ""Household Room"",
        ""checkin_date"": ""July 10""
      }
    }
  }
]",True,"[True, False, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""I want to know the room type and price of the Hilton hotel, can you use the Meitu Show to check it out?""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Hilton Hotel""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What room type do you need to check for prices""
  },
  {
    ""role"": ""user"",
    ""content"": ""I would like to know the price of the executive suite.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Hilton Hotel"",
        ""room_type"": ""Executive Suite""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What time is check-in?""
  },
  {
    ""role"": ""user"",
    ""content"": ""My check-in date is April 15th and I will go directly to the hotel on that day.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Hilton Hotel"",
        ""room_type"": ""Executive Suite"",
        ""checkin_date"": ""April 15th""
      }
    }
  }
]","[
  {
    ""input"": ""user:I want to know the room type and price of the Hilton hotel, can you use the Meitu Show to check it out?"",
    ""predict"": ""Sorry, no tool is suitable for your request."",
    ""label"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Hilton Hotel""
      }
    }
  },
  {
    ""input"": ""user:I want to know the room type and price of the Hilton hotel, can you use the Meitu Show to check it out?\nassistant:What room type do you need to check for prices\nuser:I would like to know the price of the executive suite."",
    ""predict"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Hilton"",
        ""room_type"": ""executive suite""
      }
    },
    ""label"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Hilton Hotel"",
        ""room_type"": ""Executive Suite""
      }
    }
  },
  {
    ""input"": ""user:I want to know the room type and price of the Hilton hotel, can you use the Meitu Show to check it out?\nassistant:What room type do you need to check for prices\nuser:I would like to know the price of the executive suite.\nassistant:What time is check-in?\nuser:My check-in date is April 15th and I will go directly to the hotel on that day."",
    ""predict"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Hilton"",
        ""room_type"": ""executive suite"",
        ""checkin_date"": ""April 15th""
      }
    },
    ""label"": {
      ""name"": ""Travel.HotelServices.getHotelRoomPrice"",
      ""arguments"": {
        ""name"": ""Hilton Hotel"",
        ""room_type"": ""Executive Suite"",
        ""checkin_date"": ""April 15th""
      }
    }
  }
]",False,"[False, False, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Change my insurance user email to lisi@example.com""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Finance.Insurance.updateInsuranceCustomerInfo"",
      ""arguments"": {
        ""email"": ""lisi@example.com""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide your name""
  },
  {
    ""role"": ""user"",
    ""content"": ""My name is Wang Wu, how can I help you?""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Finance.Insurance.updateInsuranceCustomerInfo"",
      ""arguments"": {
        ""email"": ""lisi@example.com"",
        ""name"": ""Wangwu""
      }
    }
  }
]","[
  {
    ""input"": ""user:Change my insurance user email to lisi@example.com"",
    ""predict"": {
      ""name"": ""Finance.Insurance.updateInsuranceCustomerInfo"",
      ""arguments"": {
        ""email"": ""lisi@example.com""
      }
    },
    ""label"": {
      ""name"": ""Finance.Insurance.updateInsuranceCustomerInfo"",
      ""arguments"": {
        ""email"": ""lisi@example.com""
      }
    }
  },
  {
    ""input"": ""user:Change my insurance user email to lisi@example.com\nassistant:Please provide your name\nuser:My name is Wang Wu, how can I help you?"",
    ""predict"": {
      ""name"": ""Finance.Insurance.updateInsuranceCustomerInfo"",
      ""arguments"": {
        ""name"": ""Wang Wu"",
        ""email"": ""lisi@example.com""
      }
    },
    ""label"": {
      ""name"": ""Finance.Insurance.updateInsuranceCustomerInfo"",
      ""arguments"": {
        ""email"": ""lisi@example.com"",
        ""name"": ""Wangwu""
      }
    }
  }
]",True,"[True, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Little assistant, help me check how many flight points Zhang San has?""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.FlightTickets.getFlightAirlinePoints"",
      ""arguments"": {
        ""name"": ""Zhang San""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Provide the rider's ID number""
  },
  {
    ""role"": ""user"",
    ""content"": ""My ID number is 876543210987654321, please check it for me.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.FlightTickets.getFlightAirlinePoints"",
      ""arguments"": {
        ""name"": ""Zhang San"",
        ""passenger_id"": ""876543210987654321""
      }
    }
  }
]","[
  {
    ""input"": ""user:Little assistant, help me check how many flight points Zhang San has?"",
    ""predict"": {
      ""name"": ""Navigation.FlightTickets.getFlightAirlinePoints"",
      ""arguments"": {
        ""name"": ""Zhang San""
      }
    },
    ""label"": {
      ""name"": ""Navigation.FlightTickets.getFlightAirlinePoints"",
      ""arguments"": {
        ""name"": ""Zhang San""
      }
    }
  },
  {
    ""input"": ""user:Little assistant, help me check how many flight points Zhang San has?\nassistant:Provide the rider's ID number\nuser:My ID number is 876543210987654321, please check it for me."",
    ""predict"": {
      ""name"": ""Navigation.FlightTickets.getFlightAirlinePoints"",
      ""arguments"": {
        ""passenger_id"": ""876543210987654321"",
        ""name"": ""Zhang San""
      }
    },
    ""label"": {
      ""name"": ""Navigation.FlightTickets.getFlightAirlinePoints"",
      ""arguments"": {
        ""name"": ""Zhang San"",
        ""passenger_id"": ""876543210987654321""
      }
    }
  }
]",True,"[True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""What is Wang Xiaomei's points balance at the airline?""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.FlightTickets.getFlightAirlinePoints"",
      ""arguments"": {
        ""name"": ""Wang Xiaomei""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Provide the rider's ID number""
  },
  {
    ""role"": ""user"",
    ""content"": ""123456789012345678""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.FlightTickets.getFlightAirlinePoints"",
      ""arguments"": {
        ""name"": ""Wang Xiaomei"",
        ""passenger_id"": ""123456789012345678""
      }
    }
  }
]","[
  {
    ""input"": ""user:What is Wang Xiaomei's points balance at the airline?"",
    ""predict"": {
      ""name"": ""Navigation.FlightTickets.getFlightAirlinePoints"",
      ""arguments"": {
        ""name"": ""Wang Xiaomei""
      }
    },
    ""label"": {
      ""name"": ""Navigation.FlightTickets.getFlightAirlinePoints"",
      ""arguments"": {
        ""name"": ""Wang Xiaomei""
      }
    }
  },
  {
    ""input"": ""user:What is Wang Xiaomei's points balance at the airline?\nassistant:Provide the rider's ID number\nuser:123456789012345678"",
    ""predict"": {
      ""name"": ""Navigation.FlightTickets.getFlightAirlinePoints"",
      ""arguments"": {
        ""passenger_id"": ""123456789012345678"",
        ""name"": ""Wang Xiaomei""
      }
    },
    ""label"": {
      ""name"": ""Navigation.FlightTickets.getFlightAirlinePoints"",
      ""arguments"": {
        ""name"": ""Wang Xiaomei"",
        ""passenger_id"": ""123456789012345678""
      }
    }
  }
]",True,"[True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""The driver last time, the music in the car was too noisy. Go give a review and give it a 3-star rating.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.TaxiCarRental.evaluateTaxiOrder"",
      ""arguments"": {
        ""rating"": ""3""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What is the order time""
  },
  {
    ""role"": ""user"",
    ""content"": ""The order was placed on March 10th.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.TaxiCarRental.evaluateTaxiOrder"",
      ""arguments"": {
        ""rating"": ""3"",
        ""time"": ""March 10""
      }
    }
  }
]","[
  {
    ""input"": ""user:The driver last time, the music in the car was too noisy. Go give a review and give it a 3-star rating."",
    ""predict"": {
      ""name"": ""Navigation.TaxiCarRental.evaluateTaxiOrder"",
      ""arguments"": {
        ""rating"": ""3""
      }
    },
    ""label"": {
      ""name"": ""Navigation.TaxiCarRental.evaluateTaxiOrder"",
      ""arguments"": {
        ""rating"": ""3""
      }
    }
  },
  {
    ""input"": ""user:The driver last time, the music in the car was too noisy. Go give a review and give it a 3-star rating.\nassistant:What is the order time\nuser:The order was placed on March 10th."",
    ""predict"": {
      ""name"": ""Navigation.TaxiCarRental.evaluateTaxiOrder"",
      ""arguments"": {
        ""time"": ""March 10th"",
        ""rating"": ""3""
      }
    },
    ""label"": {
      ""name"": ""Navigation.TaxiCarRental.evaluateTaxiOrder"",
      ""arguments"": {
        ""rating"": ""3"",
        ""time"": ""March 10""
      }
    }
  }
]",True,"[True, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""The last driver had a strange smell in the car, which was really uncomfortable, and it was rated 1 star.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.TaxiCarRental.evaluateTaxiOrder"",
      ""arguments"": {
        ""rating"": ""1""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What is the order time""
  },
  {
    ""role"": ""user"",
    ""content"": ""It was an order placed last Friday night.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.TaxiCarRental.evaluateTaxiOrder"",
      ""arguments"": {
        ""rating"": ""1"",
        ""time"": ""Last Friday night""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Where to""
  },
  {
    ""role"": ""user"",
    ""content"": ""We are planning to go to Friends Memories Cafe, which is centrally located in a great setting for a party.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.TaxiCarRental.evaluateTaxiOrder"",
      ""arguments"": {
        ""rating"": ""1"",
        ""time"": ""Last Friday night"",
        ""destination"": ""Friends Remember Cafe""
      }
    }
  }
]","[
  {
    ""input"": ""user:The last driver had a strange smell in the car, which was really uncomfortable, and it was rated 1 star."",
    ""predict"": ""None"",
    ""label"": {
      ""name"": ""Navigation.TaxiCarRental.evaluateTaxiOrder"",
      ""arguments"": {
        ""rating"": ""1""
      }
    }
  },
  {
    ""input"": ""user:The last driver had a strange smell in the car, which was really uncomfortable, and it was rated 1 star.\nassistant:What is the order time\nuser:It was an order placed last Friday night."",
    ""predict"": {
      ""name"": ""Navigation.TaxiCarRental.evaluateTaxiOrder"",
      ""arguments"": {
        ""time"": ""last Friday night"",
        ""rating"": ""1 star""
      }
    },
    ""label"": {
      ""name"": ""Navigation.TaxiCarRental.evaluateTaxiOrder"",
      ""arguments"": {
        ""rating"": ""1"",
        ""time"": ""Last Friday night""
      }
    }
  },
  {
    ""input"": ""user:The last driver had a strange smell in the car, which was really uncomfortable, and it was rated 1 star.\nassistant:What is the order time\nuser:It was an order placed last Friday night.\nassistant:Where to\nuser:We are planning to go to Friends Memories Cafe, which is centrally located in a great setting for a party."",
    ""predict"": {
      ""name"": ""Navigation.TaxiCarRental.evaluateTaxiOrder"",
      ""arguments"": {
        ""time"": ""last Friday night"",
        ""destination"": ""Friends Memories Cafe"",
        ""rating"": ""1 star""
      }
    },
    ""label"": {
      ""name"": ""Navigation.TaxiCarRental.evaluateTaxiOrder"",
      ""arguments"": {
        ""rating"": ""1"",
        ""time"": ""Last Friday night"",
        ""destination"": ""Friends Remember Cafe""
      }
    }
  }
]",False,"[False, False, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Hey, it's time to mute everyone in meeting 556677.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""OfficeSoftware.Conferencing.muteParticipants"",
      ""arguments"": {
        ""meeting_id"": ""556677""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What's the title of the meeting""
  },
  {
    ""role"": ""user"",
    ""content"": ""Product Development Progress Discussion""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""OfficeSoftware.Conferencing.muteParticipants"",
      ""arguments"": {
        ""meeting_id"": ""556677"",
        ""title"": ""Product Development Progress Discussion""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What is the meeting time?""
  },
  {
    ""role"": ""user"",
    ""content"": ""We scheduled a meeting this Friday at 3pm.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""OfficeSoftware.Conferencing.muteParticipants"",
      ""arguments"": {
        ""meeting_id"": ""556677"",
        ""title"": ""Product Development Progress Discussion"",
        ""time"": ""This Friday at 3pm""
      }
    }
  }
]","[
  {
    ""input"": ""user:Hey, it's time to mute everyone in meeting 556677."",
    ""predict"": {
      ""name"": ""OfficeSoftware.Conferencing.muteParticipants"",
      ""arguments"": {
        ""meeting_id"": ""556677"",
        ""participant_list"": ""All People""
      }
    },
    ""label"": {
      ""name"": ""OfficeSoftware.Conferencing.muteParticipants"",
      ""arguments"": {
        ""meeting_id"": ""556677""
      }
    }
  },
  {
    ""input"": ""user:Hey, it's time to mute everyone in meeting 556677.\nassistant:What's the title of the meeting\nuser:Product Development Progress Discussion"",
    ""predict"": {
      ""name"": ""OfficeSoftware.Conferencing.muteParticipants"",
      ""arguments"": {
        ""meeting_id"": ""556677"",
        ""title"": ""Product Development Progress Discussion"",
        ""participant_list"": ""All People""
      }
    },
    ""label"": {
      ""name"": ""OfficeSoftware.Conferencing.muteParticipants"",
      ""arguments"": {
        ""meeting_id"": ""556677"",
        ""title"": ""Product Development Progress Discussion""
      }
    }
  },
  {
    ""input"": ""user:Hey, it's time to mute everyone in meeting 556677.\nassistant:What's the title of the meeting\nuser:Product Development Progress Discussion\nassistant:What is the meeting time?\nuser:We scheduled a meeting this Friday at 3pm."",
    ""predict"": {
      ""name"": ""OfficeSoftware.Conferencing.muteParticipants"",
      ""arguments"": {
        ""meeting_id"": ""556677"",
        ""title"": ""Product Development Progress Discussion"",
        ""time"": ""this Friday at 3pm""
      }
    },
    ""label"": {
      ""name"": ""OfficeSoftware.Conferencing.muteParticipants"",
      ""arguments"": {
        ""meeting_id"": ""556677"",
        ""title"": ""Product Development Progress Discussion"",
        ""time"": ""This Friday at 3pm""
      }
    }
  }
]",True,"[False, False, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Assistant, please help me search for my favorite \""Scattered Scattered\"" in QQ music""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Disperse and disperse""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide singer name and popularity requirements""
  },
  {
    ""role"": ""user"",
    ""content"": ""The singer is Jay Chou, and the heat requirement is super high.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Disperse and disperse"",
        ""singer_name"": ""Jay Chou.""
      }
    }
  }
]","[
  {
    ""input"": ""user:Assistant, please help me search for my favorite \""Scattered Scattered\"" in QQ music"",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Scattered Scattered""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Disperse and disperse""
      }
    }
  },
  {
    ""input"": ""user:Assistant, please help me search for my favorite \""Scattered Scattered\"" in QQ music\nassistant:Please provide singer name and popularity requirements\nuser:The singer is Jay Chou, and the heat requirement is super high."",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Scattered Scattered"",
        ""singer_name"": ""Jay Chou""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""Disperse and disperse"",
        ""singer_name"": ""Jay Chou.""
      }
    }
  }
]",True,"[False, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Ask your assistant to search for \""blue and white porcelain\"" in QQ music""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""blue and white porcelain""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Please provide singer name and popularity requirements""
  },
  {
    ""role"": ""user"",
    ""content"": ""The singer is Xue Zhiqian, and the popularity requirement is the hottest song at present.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""blue and white porcelain"",
        ""singer_name"": ""Joker Xue""
      }
    }
  }
]","[
  {
    ""input"": ""user:Ask your assistant to search for \""blue and white porcelain\"" in QQ music"",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""blue and white porcelain""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""blue and white porcelain""
      }
    }
  },
  {
    ""input"": ""user:Ask your assistant to search for \""blue and white porcelain\"" in QQ music\nassistant:Please provide singer name and popularity requirements\nuser:The singer is Xue Zhiqian, and the popularity requirement is the hottest song at present."",
    ""predict"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""blue and white porcelain"",
        ""singer_name"": ""Xue Zhiqian""
      }
    },
    ""label"": {
      ""name"": ""MusicRadio.OnlineMusic.searchSong"",
      ""arguments"": {
        ""keywords"": ""blue and white porcelain"",
        ""singer_name"": ""Joker Xue""
      }
    }
  }
]",True,"[True, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Check the violation record of the license plate number Beijing A12345""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.TrafficViolations.queryViolation"",
      ""arguments"": {
        ""plate_number"": ""Beijing A12345""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What city is the violation located in?""
  },
  {
    ""role"": ""user"",
    ""content"": ""The violation occurred in Guangzhou.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.TrafficViolations.queryViolation"",
      ""arguments"": {
        ""plate_number"": ""Beijing A12345"",
        ""city"": ""Guangzhou""
      }
    }
  }
]","[
  {
    ""input"": ""user:Check the violation record of the license plate number Beijing A12345"",
    ""predict"": {
      ""name"": ""ConvenientLiving.GovernmentServices.queryTrafficViolations"",
      ""arguments"": {
        ""plate_number"": ""Beijing A12345""
      }
    },
    ""label"": {
      ""name"": ""Navigation.TrafficViolations.queryViolation"",
      ""arguments"": {
        ""plate_number"": ""Beijing A12345""
      }
    }
  },
  {
    ""input"": ""user:Check the violation record of the license plate number Beijing A12345\nassistant:What city is the violation located in?\nuser:The violation occurred in Guangzhou."",
    ""predict"": {
      ""name"": ""Navigation.TrafficViolations.queryViolation"",
      ""arguments"": {
        ""plate_number"": ""Beijing A12345"",
        ""city"": ""Guangzhou""
      }
    },
    ""label"": {
      ""name"": ""Navigation.TrafficViolations.queryViolation"",
      ""arguments"": {
        ""plate_number"": ""Beijing A12345"",
        ""city"": ""Guangzhou""
      }
    }
  }
]",False,"[True, True]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Show me the illegal situation of this car in Shanghai B67890""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.TrafficViolations.queryViolation"",
      ""arguments"": {
        ""plate_number"": ""Shanghai B67890""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""What city is the violation located in?""
  },
  {
    ""role"": ""user"",
    ""content"": ""The violation occurred in Guangzhou.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.TrafficViolations.queryViolation"",
      ""arguments"": {
        ""plate_number"": ""Shanghai B67890"",
        ""city"": ""Guangzhou""
      }
    }
  }
]","[
  {
    ""input"": ""user:Show me the illegal situation of this car in Shanghai B67890"",
    ""predict"": {
      ""name"": ""Navigation.TrafficViolations.queryViolation"",
      ""arguments"": {
        ""plate_number"": ""B67890"",
        ""city"": ""Shanghai""
      }
    },
    ""label"": {
      ""name"": ""Navigation.TrafficViolations.queryViolation"",
      ""arguments"": {
        ""plate_number"": ""Shanghai B67890""
      }
    }
  },
  {
    ""input"": ""user:Show me the illegal situation of this car in Shanghai B67890\nassistant:What city is the violation located in?\nuser:The violation occurred in Guangzhou."",
    ""predict"": {
      ""name"": ""Navigation.TrafficViolations.queryViolation"",
      ""arguments"": {
        ""plate_number"": ""B67890"",
        ""city"": ""Guangzhou""
      }
    },
    ""label"": {
      ""name"": ""Navigation.TrafficViolations.queryViolation"",
      ""arguments"": {
        ""plate_number"": ""Shanghai B67890"",
        ""city"": ""Guangzhou""
      }
    }
  }
]",True,"[False, False]"
"[
  {
    ""role"": ""user"",
    ""content"": ""Request a ride to People's Square""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.TaxiCarRental.callingTaxi"",
      ""arguments"": {
        ""destination"": ""People's Square""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""Where is your pickup location? Confirm if you're using your current location""
  },
  {
    ""role"": ""user"",
    ""content"": ""My pickup location is Shanghai Railway Station, please confirm your current location.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.TaxiCarRental.callingTaxi"",
      ""arguments"": {
        ""destination"": ""People's Square"",
        ""departure"": ""Shanghai Railway Station""
      }
    }
  },
  {
    ""role"": ""assistant"",
    ""content"": ""When to take a taxi""
  },
  {
    ""role"": ""user"",
    ""content"": ""Tomorrow at 10 am, I need a taxi to the airport.""
  },
  {
    ""role"": ""function call"",
    ""content"": {
      ""name"": ""Navigation.TaxiCarRental.callingTaxi"",
      ""arguments"": {
        ""destination"": ""People's Square"",
        ""departure"": ""Shanghai Railway Station"",
        ""time"": ""Tomorrow at 10am""
      }
    }
  }
]","[
  {
    ""input"": ""user:Request a ride to People's Square"",
    ""predict"": {
      ""name"": ""Navigation.TaxiCarRental.callingTaxi"",
      ""arguments"": {
        ""destination"": ""People's Square""
      }
    },
    ""label"": {
      ""name"": ""Navigation.TaxiCarRental.callingTaxi"",
      ""arguments"": {
        ""destination"": ""People's Square""
      }
    }
  },
  {
    ""input"": ""user:Request a ride to People's Square\nassistant:Where is your pickup location? Confirm if you're using your current location\nuser:My pickup location is Shanghai Railway Station, please confirm your current location."",
    ""predict"": {
      ""name"": ""Navigation.TaxiCarRental.callingTaxi"",
      ""arguments"": {
        ""departure"": ""Shanghai Railway Station"",
        ""destination"": ""People's Square""
      }
    },
    ""label"": {
      ""name"": ""Navigation.TaxiCarRental.callingTaxi"",
      ""arguments"": {
        ""destination"": ""People's Square"",
        ""departure"": ""Shanghai Railway Station""
      }
    }
  },
  {
    ""input"": ""user:Request a ride to People's Square\nassistant:Where is your pickup location? Confirm if you're using your current location\nuser:My pickup location is Shanghai Railway Station, please confirm your current location.\nassistant:When to take a taxi\nuser:Tomorrow at 10 am, I need a taxi to the airport."",
    ""predict"": {
      ""name"": ""Navigation.TaxiCarRental.callingTaxi"",
      ""arguments"": {
        ""departure"": ""Shanghai Railway Station"",
        ""destination"": ""People's Square"",
        ""time"": ""10 am tomorrow""
      }
    },
    ""label"": {
      ""name"": ""Navigation.TaxiCarRental.callingTaxi"",
      ""arguments"": {
        ""destination"": ""People's Square"",
        ""departure"": ""Shanghai Railway Station"",
        ""time"": ""Tomorrow at 10am""
      }
    }
  }
]",True,"[True, True, False]"
